Assignment,Attendence,Book,Course,Feedback,Lecture,Manual,Page,Project,Questionnaire,Quiz,Source,Study_material,Survey,Test,URL
54116.0,0.0,326.0,16300.0,0.0,8476.0,2608.0,0.0,0.0,326.0,52160.0,0.0,1956.0,1630.0,88346.0,326.0
12616.0,0.0,76.0,3800.0,0.0,1976.0,608.0,0.0,0.0,76.0,12160.0,0.0,456.0,380.0,20596.0,76.0
2184.0,14.0,28.0,1372.0,0.0,322.0,364.0,0.0,0.0,14.0,1120.0,14.0,336.0,70.0,4284.0,28.0
40716.0,261.0,522.0,25578.0,0.0,6003.0,6786.0,0.0,0.0,261.0,20880.0,261.0,6264.0,1305.0,79866.0,522.0
67704.0,434.0,868.0,42532.0,0.0,9982.0,11284.0,0.0,0.0,434.0,34720.0,434.0,10416.0,2170.0,132804.0,868.0
7332.0,47.0,94.0,4606.0,0.0,1081.0,1222.0,0.0,0.0,47.0,3760.0,47.0,1128.0,235.0,14382.0,94.0
1026.0,12.0,18.0,348.0,0.0,180.0,84.0,0.0,0.0,0.0,246.0,0.0,90.0,42.0,1356.0,0.0
31806.0,372.0,558.0,10788.0,0.0,5580.0,2604.0,0.0,0.0,0.0,7626.0,0.0,2790.0,1302.0,42036.0,0.0
62244.0,728.0,1092.0,21112.0,0.0,10920.0,5096.0,0.0,0.0,0.0,14924.0,0.0,5460.0,2548.0,82264.0,0.0
3591.0,42.0,63.0,1218.0,0.0,630.0,294.0,0.0,0.0,0.0,861.0,0.0,315.0,147.0,4746.0,0.0
4464.0,0.0,12.0,1824.0,0.0,912.0,156.0,12.0,0.0,12.0,2244.0,0.0,300.0,96.0,3576.0,24.0
182652.0,0.0,491.0,74632.0,0.0,37316.0,6383.0,491.0,0.0,491.0,91817.0,0.0,12275.0,3928.0,146318.0,982.0
206088.0,0.0,554.0,84208.0,0.0,42104.0,7202.0,554.0,0.0,554.0,103598.0,0.0,13850.0,4432.0,165092.0,1108.0
40920.0,0.0,110.0,16720.0,0.0,8360.0,1430.0,110.0,0.0,110.0,20570.0,0.0,2750.0,880.0,32780.0,220.0
109138.0,0.0,1576.0,48068.0,0.0,21276.0,5516.0,0.0,0.0,0.0,44916.0,0.0,8668.0,2364.0,73678.0,394.0
105814.0,0.0,1528.0,46604.0,0.0,20628.0,5348.0,0.0,0.0,0.0,43548.0,0.0,8404.0,2292.0,71434.0,382.0
14127.0,0.0,204.0,6222.0,0.0,2754.0,714.0,0.0,0.0,0.0,5814.0,0.0,1122.0,306.0,9537.0,51.0
702.0,3.0,6.0,165.0,0.0,126.0,45.0,3.0,0.0,3.0,534.0,0.0,9.0,18.0,603.0,3.0
64350.0,275.0,550.0,15125.0,0.0,11550.0,4125.0,275.0,0.0,275.0,48950.0,0.0,825.0,1650.0,55275.0,275.0
83304.0,356.0,712.0,19580.0,0.0,14952.0,5340.0,356.0,0.0,356.0,63368.0,0.0,1068.0,2136.0,71556.0,356.0
30888.0,132.0,264.0,7260.0,0.0,5544.0,1980.0,132.0,0.0,132.0,23496.0,0.0,396.0,792.0,26532.0,132.0
13780.0,0.0,78.0,3900.0,0.0,1872.0,546.0,130.0,0.0,0.0,4888.0,0.0,884.0,286.0,6110.0,78.0
199810.0,0.0,1131.0,56550.0,0.0,27144.0,7917.0,1885.0,0.0,0.0,70876.0,0.0,12818.0,4147.0,88595.0,1131.0
376830.0,0.0,2133.0,106650.0,0.0,51192.0,14931.0,3555.0,0.0,0.0,133668.0,0.0,24174.0,7821.0,167085.0,2133.0
99110.0,0.0,561.0,28050.0,0.0,13464.0,3927.0,935.0,0.0,0.0,35156.0,0.0,6358.0,2057.0,43945.0,561.0
68068.0,0.0,1232.0,23100.0,0.0,22792.0,5544.0,0.0,0.0,0.0,36036.0,0.0,3696.0,1848.0,48664.0,1848.0
76024.0,0.0,1376.0,25800.0,0.0,25456.0,6192.0,0.0,0.0,0.0,40248.0,0.0,4128.0,2064.0,54352.0,2064.0
13923.0,0.0,252.0,4725.0,0.0,4662.0,1134.0,0.0,0.0,0.0,7371.0,0.0,756.0,378.0,9954.0,378.0
28529.0,846.0,799.0,8413.0,0.0,4230.0,1222.0,0.0,94.0,47.0,8883.0,0.0,4841.0,470.0,18377.0,47.0
386659.0,11466.0,10829.0,114023.0,0.0,57330.0,16562.0,0.0,1274.0,637.0,120393.0,0.0,65611.0,6370.0,249067.0,637.0
544479.0,16146.0,15249.0,160563.0,0.0,80730.0,23322.0,0.0,1794.0,897.0,169533.0,0.0,92391.0,8970.0,350727.0,897.0
53416.0,1584.0,1496.0,15752.0,0.0,7920.0,2288.0,0.0,176.0,88.0,16632.0,0.0,9064.0,880.0,34408.0,88.0
2810.0,30.0,90.0,1260.0,0.0,590.0,160.0,30.0,0.0,10.0,1380.0,0.0,260.0,80.0,3310.0,10.0
124202.0,1326.0,3978.0,55692.0,0.0,26078.0,7072.0,1326.0,0.0,442.0,60996.0,0.0,11492.0,3536.0,146302.0,442.0
130665.0,1395.0,4185.0,58590.0,0.0,27435.0,7440.0,1395.0,0.0,465.0,64170.0,0.0,12090.0,3720.0,153915.0,465.0
35687.0,381.0,1143.0,16002.0,0.0,7493.0,2032.0,381.0,0.0,127.0,17526.0,0.0,3302.0,1016.0,42037.0,127.0
5434.0,0.0,66.0,2112.0,0.0,1276.0,462.0,66.0,0.0,22.0,7348.0,44.0,660.0,242.0,5742.0,88.0
59527.0,0.0,723.0,23136.0,0.0,13978.0,5061.0,723.0,0.0,241.0,80494.0,482.0,7230.0,2651.0,62901.0,964.0
192166.0,0.0,2334.0,74688.0,0.0,45124.0,16338.0,2334.0,0.0,778.0,259852.0,1556.0,23340.0,8558.0,203058.0,3112.0
13091.0,0.0,159.0,5088.0,0.0,3074.0,1113.0,159.0,0.0,53.0,17702.0,106.0,1590.0,583.0,13833.0,212.0
896.0,0.0,7.0,371.0,0.0,196.0,63.0,0.0,0.0,7.0,1393.0,0.0,42.0,35.0,6230.0,0.0
35456.0,0.0,277.0,14681.0,0.0,7756.0,2493.0,0.0,0.0,277.0,55123.0,0.0,1662.0,1385.0,246530.0,0.0
61184.0,0.0,478.0,25334.0,0.0,13384.0,4302.0,0.0,0.0,478.0,95122.0,0.0,2868.0,2390.0,425420.0,0.0
75264.0,0.0,588.0,31164.0,0.0,16464.0,5292.0,0.0,0.0,588.0,117012.0,0.0,3528.0,2940.0,523320.0,0.0
4665.0,135.0,45.0,1200.0,0.0,840.0,270.0,0.0,0.0,0.0,135.0,0.0,120.0,135.0,4080.0,0.0
87702.0,2538.0,846.0,22560.0,0.0,15792.0,5076.0,0.0,0.0,0.0,2538.0,0.0,2256.0,2538.0,76704.0,0.0
58157.0,1683.0,561.0,14960.0,0.0,10472.0,3366.0,0.0,0.0,0.0,1683.0,0.0,1496.0,1683.0,50864.0,0.0
97032.0,2808.0,936.0,24960.0,0.0,17472.0,5616.0,0.0,0.0,0.0,2808.0,0.0,2496.0,2808.0,84864.0,0.0
4416.0,16.0,48.0,2048.0,0.0,864.0,256.0,0.0,0.0,0.0,1696.0,0.0,288.0,112.0,3104.0,32.0
66516.0,241.0,723.0,30848.0,0.0,13014.0,3856.0,0.0,0.0,0.0,25546.0,0.0,4338.0,1687.0,46754.0,482.0
119232.0,432.0,1296.0,55296.0,0.0,23328.0,6912.0,0.0,0.0,0.0,45792.0,0.0,7776.0,3024.0,83808.0,864.0
40296.0,146.0,438.0,18688.0,0.0,7884.0,2336.0,0.0,0.0,0.0,15476.0,0.0,2628.0,1022.0,28324.0,292.0
1036.0,28.0,140.0,1092.0,0.0,308.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0
3145.0,85.0,425.0,3315.0,0.0,935.0,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0
222.0,6.0,30.0,234.0,0.0,66.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
8862.0,84.0,105.0,4578.0,0.0,1512.0,273.0,21.0,0.0,0.0,3549.0,0.0,609.0,147.0,5208.0,0.0
178506.0,1692.0,2115.0,92214.0,0.0,30456.0,5499.0,423.0,0.0,0.0,71487.0,0.0,12267.0,2961.0,104904.0,0.0
260374.0,2468.0,3085.0,134506.0,0.0,44424.0,8021.0,617.0,0.0,0.0,104273.0,0.0,17893.0,4319.0,153016.0,0.0
73850.0,700.0,875.0,38150.0,0.0,12600.0,2275.0,175.0,0.0,0.0,29575.0,0.0,5075.0,1225.0,43400.0,0.0
104002.0,0.0,698.0,49558.0,0.0,14658.0,5584.0,698.0,0.0,0.0,41880.0,0.0,5933.0,1047.0,110284.0,349.0
165092.0,0.0,1108.0,78668.0,0.0,23268.0,8864.0,1108.0,0.0,0.0,66480.0,0.0,9418.0,1662.0,175064.0,554.0
24138.0,0.0,162.0,11502.0,0.0,3402.0,1296.0,162.0,0.0,0.0,9720.0,0.0,1377.0,243.0,25596.0,81.0
6300.0,100.0,20.0,2920.0,0.0,300.0,400.0,0.0,40.0,0.0,780.0,40.0,500.0,160.0,6420.0,0.0
68985.0,1095.0,219.0,31974.0,0.0,3285.0,4380.0,0.0,438.0,0.0,8541.0,438.0,5475.0,1752.0,70299.0,0.0
163800.0,2600.0,520.0,75920.0,0.0,7800.0,10400.0,0.0,1040.0,0.0,20280.0,1040.0,13000.0,4160.0,166920.0,0.0
59220.0,940.0,188.0,27448.0,0.0,2820.0,3760.0,0.0,376.0,0.0,7332.0,376.0,4700.0,1504.0,60348.0,0.0
96000.0,0.0,2800.0,65600.0,0.0,18400.0,9200.0,400.0,800.0,0.0,28800.0,0.0,24400.0,3200.0,147200.0,1200.0
127680.0,0.0,3724.0,87248.0,0.0,24472.0,12236.0,532.0,1064.0,0.0,38304.0,0.0,32452.0,4256.0,195776.0,1596.0
23040.0,0.0,672.0,15744.0,0.0,4416.0,2208.0,96.0,192.0,0.0,6912.0,0.0,5856.0,768.0,35328.0,288.0
8888.0,22.0,154.0,3058.0,0.0,1056.0,462.0,22.0,0.0,0.0,2222.0,0.0,682.0,330.0,4136.0,44.0
182608.0,452.0,3164.0,62828.0,0.0,21696.0,9492.0,452.0,0.0,0.0,45652.0,0.0,14012.0,6780.0,84976.0,904.0
168468.0,417.0,2919.0,57963.0,0.0,20016.0,8757.0,417.0,0.0,0.0,42117.0,0.0,12927.0,6255.0,78396.0,834.0
39592.0,98.0,686.0,13622.0,0.0,4704.0,2058.0,98.0,0.0,0.0,9898.0,0.0,3038.0,1470.0,18424.0,196.0
38000.0,380.0,190.0,14820.0,0.0,0.0,3230.0,0.0,0.0,0.0,4940.0,0.0,1140.0,950.0,60040.0,0.0
50800.0,508.0,254.0,19812.0,0.0,0.0,4318.0,0.0,0.0,0.0,6604.0,0.0,1524.0,1270.0,80264.0,0.0
42800.0,428.0,214.0,16692.0,0.0,0.0,3638.0,0.0,0.0,0.0,5564.0,0.0,1284.0,1070.0,67624.0,0.0
13600.0,200.0,280.0,8880.0,0.0,3200.0,1000.0,40.0,0.0,40.0,4400.0,0.0,800.0,320.0,8400.0,240.0
136000.0,2000.0,2800.0,88800.0,0.0,32000.0,10000.0,400.0,0.0,400.0,44000.0,0.0,8000.0,3200.0,84000.0,2400.0
197880.0,2910.0,4074.0,129204.0,0.0,46560.0,14550.0,582.0,0.0,582.0,64020.0,0.0,11640.0,4656.0,122220.0,3492.0
19380.0,285.0,399.0,12654.0,0.0,4560.0,1425.0,57.0,0.0,57.0,6270.0,0.0,1140.0,456.0,11970.0,342.0
4392.0,0.0,24.0,1752.0,0.0,216.0,696.0,0.0,0.0,0.0,912.0,0.0,312.0,96.0,6216.0,48.0
39894.0,0.0,218.0,15914.0,0.0,1962.0,6322.0,0.0,0.0,0.0,8284.0,0.0,2834.0,872.0,56462.0,436.0
61671.0,0.0,337.0,24601.0,0.0,3033.0,9773.0,0.0,0.0,0.0,12806.0,0.0,4381.0,1348.0,87283.0,674.0
10065.0,0.0,55.0,4015.0,0.0,495.0,1595.0,0.0,0.0,0.0,2090.0,0.0,715.0,220.0,14245.0,110.0
7125.0,38.0,114.0,3990.0,0.0,1558.0,342.0,76.0,0.0,0.0,2451.0,0.0,684.0,190.0,5814.0,38.0
148125.0,790.0,2370.0,82950.0,0.0,32390.0,7110.0,1580.0,0.0,0.0,50955.0,0.0,14220.0,3950.0,120870.0,790.0
223125.0,1190.0,3570.0,124950.0,0.0,48790.0,10710.0,2380.0,0.0,0.0,76755.0,0.0,21420.0,5950.0,182070.0,1190.0
80625.0,430.0,1290.0,45150.0,0.0,17630.0,3870.0,860.0,0.0,0.0,27735.0,0.0,7740.0,2150.0,65790.0,430.0
4298.0,0.0,84.0,2464.0,0.0,938.0,308.0,14.0,0.0,14.0,4368.0,0.0,280.0,126.0,4116.0,28.0
88723.0,0.0,1734.0,50864.0,0.0,19363.0,6358.0,289.0,0.0,289.0,90168.0,0.0,5780.0,2601.0,84966.0,578.0
236697.0,0.0,4626.0,135696.0,0.0,51657.0,16962.0,771.0,0.0,771.0,240552.0,0.0,15420.0,6939.0,226674.0,1542.0
61400.0,0.0,1200.0,35200.0,0.0,13400.0,4400.0,200.0,0.0,200.0,62400.0,0.0,4000.0,1800.0,58800.0,400.0
4256.0,98.0,14.0,1680.0,0.0,784.0,266.0,0.0,0.0,14.0,3864.0,0.0,294.0,98.0,3766.0,0.0
85424.0,1967.0,281.0,33720.0,0.0,15736.0,5339.0,0.0,0.0,281.0,77556.0,0.0,5901.0,1967.0,75589.0,0.0
185744.0,4277.0,611.0,73320.0,0.0,34216.0,11609.0,0.0,0.0,611.0,168636.0,0.0,12831.0,4277.0,164359.0,0.0
58064.0,1337.0,191.0,22920.0,0.0,10696.0,3629.0,0.0,0.0,191.0,52716.0,0.0,4011.0,1337.0,51379.0,0.0
21.0,0.0,0.0,35.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
173398.0,0.0,479.0,68018.0,0.0,15807.0,8622.0,0.0,958.0,0.0,54127.0,0.0,13412.0,6706.0,106817.0,2874.0
145886.0,0.0,403.0,57226.0,0.0,13299.0,7254.0,0.0,806.0,0.0,45539.0,0.0,11284.0,5642.0,89869.0,2418.0
37286.0,0.0,103.0,14626.0,0.0,3399.0,1854.0,0.0,206.0,0.0,11639.0,0.0,2884.0,1442.0,22969.0,618.0
808.0,0.0,24.0,344.0,0.0,96.0,16.0,0.0,0.0,8.0,560.0,0.0,56.0,56.0,2728.0,0.0
15554.0,0.0,462.0,6622.0,0.0,1848.0,308.0,0.0,0.0,154.0,10780.0,0.0,1078.0,1078.0,52514.0,0.0
3636.0,0.0,108.0,1548.0,0.0,432.0,72.0,0.0,0.0,36.0,2520.0,0.0,252.0,252.0,12276.0,0.0
39491.0,0.0,1173.0,16813.0,0.0,4692.0,782.0,0.0,0.0,391.0,27370.0,0.0,2737.0,2737.0,133331.0,0.0
196479.0,513.0,6156.0,81054.0,0.0,24111.0,5643.0,0.0,0.0,0.0,78489.0,0.0,7182.0,3078.0,97983.0,513.0
153966.0,402.0,4824.0,63516.0,0.0,18894.0,4422.0,0.0,0.0,0.0,61506.0,0.0,5628.0,2412.0,76782.0,402.0
34853.0,91.0,1092.0,14378.0,0.0,4277.0,1001.0,0.0,0.0,0.0,13923.0,0.0,1274.0,546.0,17381.0,91.0
6456.0,144.0,24.0,2736.0,0.0,936.0,456.0,48.0,48.0,24.0,96.0,0.0,744.0,192.0,23424.0,0.0
72899.0,1626.0,271.0,30894.0,0.0,10569.0,5149.0,542.0,542.0,271.0,1084.0,0.0,8401.0,2168.0,264496.0,0.0
36853.0,822.0,137.0,15618.0,0.0,5343.0,2603.0,274.0,274.0,137.0,548.0,0.0,4247.0,1096.0,133712.0,0.0
299397.0,6678.0,1113.0,126882.0,0.0,43407.0,21147.0,2226.0,2226.0,1113.0,4452.0,0.0,34503.0,8904.0,1086288.0,0.0
3124.0,11.0,11.0,517.0,0.0,33.0,66.0,0.0,0.0,0.0,352.0,22.0,88.0,77.0,3168.0,11.0
63900.0,225.0,225.0,10575.0,0.0,675.0,1350.0,0.0,0.0,0.0,7200.0,450.0,1800.0,1575.0,64800.0,225.0
117576.0,414.0,414.0,19458.0,0.0,1242.0,2484.0,0.0,0.0,0.0,13248.0,828.0,3312.0,2898.0,119232.0,414.0
10792.0,38.0,38.0,1786.0,0.0,114.0,228.0,0.0,0.0,0.0,1216.0,76.0,304.0,266.0,10944.0,38.0
809796.0,0.0,8592.0,389862.0,0.0,193320.0,16110.0,2148.0,0.0,0.0,209430.0,1074.0,28998.0,22554.0,693804.0,0.0
471250.0,0.0,5000.0,226875.0,0.0,112500.0,9375.0,1250.0,0.0,0.0,121875.0,625.0,16875.0,13125.0,403750.0,0.0
467480.0,0.0,4960.0,225060.0,0.0,111600.0,9300.0,1240.0,0.0,0.0,120900.0,620.0,16740.0,13020.0,400520.0,0.0
429.0,0.0,3.0,195.0,0.0,60.0,39.0,3.0,0.0,3.0,156.0,0.0,24.0,18.0,822.0,0.0
33605.0,0.0,235.0,15275.0,0.0,4700.0,3055.0,235.0,0.0,235.0,12220.0,0.0,1880.0,1410.0,64390.0,0.0
43043.0,0.0,301.0,19565.0,0.0,6020.0,3913.0,301.0,0.0,301.0,15652.0,0.0,2408.0,1806.0,82474.0,0.0
9724.0,0.0,68.0,4420.0,0.0,1360.0,884.0,68.0,0.0,68.0,3536.0,0.0,544.0,408.0,18632.0,0.0
300.0,0.0,16.0,152.0,0.0,44.0,40.0,0.0,0.0,4.0,124.0,0.0,12.0,28.0,1300.0,0.0
10425.0,0.0,556.0,5282.0,0.0,1529.0,1390.0,0.0,0.0,139.0,4309.0,0.0,417.0,973.0,45175.0,0.0
26625.0,0.0,1420.0,13490.0,0.0,3905.0,3550.0,0.0,0.0,355.0,11005.0,0.0,1065.0,2485.0,115375.0,0.0
750.0,0.0,40.0,380.0,0.0,110.0,100.0,0.0,0.0,10.0,310.0,0.0,30.0,70.0,3250.0,0.0
3443.0,99.0,11.0,1078.0,0.0,341.0,242.0,110.0,0.0,0.0,847.0,22.0,110.0,165.0,2420.0,11.0
101725.0,2925.0,325.0,31850.0,0.0,10075.0,7150.0,3250.0,0.0,0.0,25025.0,650.0,3250.0,4875.0,71500.0,325.0
104542.0,3006.0,334.0,32732.0,0.0,10354.0,7348.0,3340.0,0.0,0.0,25718.0,668.0,3340.0,5010.0,73480.0,334.0
67295.0,1935.0,215.0,21070.0,0.0,6665.0,4730.0,2150.0,0.0,0.0,16555.0,430.0,2150.0,3225.0,47300.0,215.0
2724.0,0.0,84.0,1368.0,0.0,660.0,252.0,0.0,0.0,12.0,2376.0,12.0,168.0,84.0,2220.0,12.0
74456.0,0.0,2296.0,37392.0,0.0,18040.0,6888.0,0.0,0.0,328.0,64944.0,328.0,4592.0,2296.0,60680.0,328.0
111684.0,0.0,3444.0,56088.0,0.0,27060.0,10332.0,0.0,0.0,492.0,97416.0,492.0,6888.0,3444.0,91020.0,492.0
7264.0,0.0,224.0,3648.0,0.0,1760.0,672.0,0.0,0.0,32.0,6336.0,32.0,448.0,224.0,5920.0,32.0
3514.0,0.0,56.0,756.0,0.0,784.0,140.0,0.0,0.0,0.0,1442.0,0.0,196.0,126.0,2996.0,14.0
62750.0,0.0,1000.0,13500.0,0.0,14000.0,2500.0,0.0,0.0,0.0,25750.0,0.0,3500.0,2250.0,53500.0,250.0
97890.0,0.0,1560.0,21060.0,0.0,21840.0,3900.0,0.0,0.0,0.0,40170.0,0.0,5460.0,3510.0,83460.0,390.0
19829.0,0.0,316.0,4266.0,0.0,4424.0,790.0,0.0,0.0,0.0,8137.0,0.0,1106.0,711.0,16906.0,79.0
5825.0,0.0,100.0,1700.0,0.0,1250.0,325.0,50.0,0.0,25.0,1450.0,25.0,150.0,225.0,11750.0,25.0
54988.0,0.0,944.0,16048.0,0.0,11800.0,3068.0,472.0,0.0,236.0,13688.0,236.0,1416.0,2124.0,110920.0,236.0
123024.0,0.0,2112.0,35904.0,0.0,26400.0,6864.0,1056.0,0.0,528.0,30624.0,528.0,3168.0,4752.0,248160.0,528.0
42872.0,0.0,736.0,12512.0,0.0,9200.0,2392.0,368.0,0.0,184.0,10672.0,184.0,1104.0,1656.0,86480.0,184.0
62356.0,0.0,0.0,17030.0,0.0,10742.0,5240.0,0.0,0.0,0.0,25414.0,0.0,2096.0,1834.0,55020.0,1048.0
97818.0,0.0,0.0,26715.0,0.0,16851.0,8220.0,0.0,0.0,0.0,39867.0,0.0,3288.0,2877.0,86310.0,1644.0
8330.0,0.0,0.0,2275.0,0.0,1435.0,700.0,0.0,0.0,0.0,3395.0,0.0,280.0,245.0,7350.0,140.0
4301.0,0.0,11.0,1166.0,0.0,231.0,352.0,33.0,22.0,11.0,1034.0,0.0,231.0,110.0,5115.0,33.0
146625.0,0.0,375.0,39750.0,0.0,7875.0,12000.0,1125.0,750.0,375.0,35250.0,0.0,7875.0,3750.0,174375.0,1125.0
251804.0,0.0,644.0,68264.0,0.0,13524.0,20608.0,1932.0,1288.0,644.0,60536.0,0.0,13524.0,6440.0,299460.0,1932.0
61387.0,0.0,157.0,16642.0,0.0,3297.0,5024.0,471.0,314.0,157.0,14758.0,0.0,3297.0,1570.0,73005.0,471.0
12992.0,29.0,174.0,5220.0,29.0,1914.0,696.0,29.0,0.0,0.0,1595.0,0.0,464.0,609.0,7801.0,58.0
185472.0,414.0,2484.0,74520.0,414.0,27324.0,9936.0,414.0,0.0,0.0,22770.0,0.0,6624.0,8694.0,111366.0,828.0
264320.0,590.0,3540.0,106200.0,590.0,38940.0,14160.0,590.0,0.0,0.0,32450.0,0.0,9440.0,12390.0,158710.0,1180.0
45696.0,102.0,612.0,18360.0,102.0,6732.0,2448.0,102.0,0.0,0.0,5610.0,0.0,1632.0,2142.0,27438.0,204.0
2392.0,0.0,40.0,1224.0,0.0,576.0,168.0,8.0,0.0,8.0,3040.0,0.0,128.0,48.0,2272.0,8.0
138138.0,0.0,2310.0,70686.0,0.0,33264.0,9702.0,462.0,0.0,462.0,175560.0,0.0,7392.0,2772.0,131208.0,462.0
204217.0,0.0,3415.0,104499.0,0.0,49176.0,14343.0,683.0,0.0,683.0,259540.0,0.0,10928.0,4098.0,193972.0,683.0
35581.0,0.0,595.0,18207.0,0.0,8568.0,2499.0,119.0,0.0,119.0,45220.0,0.0,1904.0,714.0,33796.0,119.0
19024.0,492.0,205.0,9102.0,0.0,2952.0,861.0,41.0,0.0,0.0,5576.0,41.0,1107.0,164.0,12259.0,0.0
191632.0,4956.0,2065.0,91686.0,0.0,29736.0,8673.0,413.0,0.0,0.0,56168.0,413.0,11151.0,1652.0,123487.0,0.0
351248.0,9084.0,3785.0,168054.0,0.0,54504.0,15897.0,757.0,0.0,0.0,102952.0,757.0,20439.0,3028.0,226343.0,0.0
56144.0,1452.0,605.0,26862.0,0.0,8712.0,2541.0,121.0,0.0,0.0,16456.0,121.0,3267.0,484.0,36179.0,0.0
587432.0,0.0,5432.0,69840.0,0.0,54320.0,13968.0,776.0,0.0,0.0,189344.0,3880.0,38024.0,10088.0,458616.0,6984.0
463284.0,0.0,4284.0,55080.0,0.0,42840.0,11016.0,612.0,0.0,0.0,149328.0,3060.0,29988.0,7956.0,361692.0,5508.0
372444.0,0.0,3444.0,44280.0,0.0,34440.0,8856.0,492.0,0.0,0.0,120048.0,2460.0,24108.0,6396.0,290772.0,4428.0
40745.0,1124.0,843.0,23604.0,0.0,19670.0,2810.0,0.0,0.0,0.0,19951.0,0.0,2248.0,1405.0,42712.0,281.0
13050.0,360.0,270.0,7560.0,0.0,6300.0,900.0,0.0,0.0,0.0,6390.0,0.0,720.0,450.0,13680.0,90.0
29000.0,800.0,600.0,16800.0,0.0,14000.0,2000.0,0.0,0.0,0.0,14200.0,0.0,1600.0,1000.0,30400.0,200.0
3168.0,220.0,44.0,1320.0,0.0,132.0,88.0,0.0,0.0,11.0,517.0,0.0,88.0,99.0,4103.0,11.0
87840.0,6100.0,1220.0,36600.0,0.0,3660.0,2440.0,0.0,0.0,305.0,14335.0,0.0,2440.0,2745.0,113765.0,305.0
140256.0,9740.0,1948.0,58440.0,0.0,5844.0,3896.0,0.0,0.0,487.0,22889.0,0.0,3896.0,4383.0,181651.0,487.0
32256.0,2240.0,448.0,13440.0,0.0,1344.0,896.0,0.0,0.0,112.0,5264.0,0.0,896.0,1008.0,41776.0,112.0
2448.0,18.0,27.0,1143.0,0.0,144.0,9.0,27.0,0.0,9.0,756.0,0.0,162.0,72.0,2736.0,18.0
85408.0,628.0,942.0,39878.0,0.0,5024.0,314.0,942.0,0.0,314.0,26376.0,0.0,5652.0,2512.0,95456.0,628.0
112336.0,826.0,1239.0,52451.0,0.0,6608.0,413.0,1239.0,0.0,413.0,34692.0,0.0,7434.0,3304.0,125552.0,826.0
33456.0,246.0,369.0,15621.0,0.0,1968.0,123.0,369.0,0.0,123.0,10332.0,0.0,2214.0,984.0,37392.0,246.0
6942.0,26.0,78.0,3302.0,0.0,312.0,364.0,0.0,0.0,26.0,5928.0,52.0,130.0,234.0,6942.0,156.0
83571.0,313.0,939.0,39751.0,0.0,3756.0,4382.0,0.0,0.0,313.0,71364.0,626.0,1565.0,2817.0,83571.0,1878.0
146850.0,550.0,1650.0,69850.0,0.0,6600.0,7700.0,0.0,0.0,550.0,125400.0,1100.0,2750.0,4950.0,146850.0,3300.0
33108.0,124.0,372.0,15748.0,0.0,1488.0,1736.0,0.0,0.0,124.0,28272.0,248.0,620.0,1116.0,33108.0,744.0
12578.0,570.0,190.0,9975.0,0.0,2584.0,361.0,57.0,38.0,0.0,4997.0,0.0,1330.0,247.0,6042.0,19.0
487894.0,22110.0,7370.0,386925.0,0.0,100232.0,14003.0,2211.0,1474.0,0.0,193831.0,0.0,51590.0,9581.0,234366.0,737.0
684508.0,31020.0,10340.0,542850.0,0.0,140624.0,19646.0,3102.0,2068.0,0.0,271942.0,0.0,72380.0,13442.0,328812.0,1034.0
242954.0,11010.0,3670.0,192675.0,0.0,49912.0,6973.0,1101.0,734.0,0.0,96521.0,0.0,25690.0,4771.0,116706.0,367.0
74108.0,388.0,1164.0,32592.0,0.0,24444.0,11640.0,0.0,0.0,0.0,33756.0,0.0,1552.0,1552.0,98940.0,388.0
62075.0,325.0,975.0,27300.0,0.0,20475.0,9750.0,0.0,0.0,0.0,28275.0,0.0,1300.0,1300.0,82875.0,325.0
3629.0,19.0,57.0,1596.0,0.0,1197.0,570.0,0.0,0.0,0.0,1653.0,0.0,76.0,76.0,4845.0,19.0
2816.0,16.0,32.0,944.0,0.0,240.0,384.0,0.0,0.0,0.0,512.0,0.0,160.0,64.0,3040.0,16.0
40832.0,232.0,464.0,13688.0,0.0,3480.0,5568.0,0.0,0.0,0.0,7424.0,0.0,2320.0,928.0,44080.0,232.0
46464.0,264.0,528.0,15576.0,0.0,3960.0,6336.0,0.0,0.0,0.0,8448.0,0.0,2640.0,1056.0,50160.0,264.0
2816.0,16.0,32.0,944.0,0.0,240.0,384.0,0.0,0.0,0.0,512.0,0.0,160.0,64.0,3040.0,16.0
3345.0,30.0,60.0,2445.0,0.0,1350.0,240.0,15.0,0.0,15.0,6240.0,0.0,150.0,135.0,3735.0,15.0
152086.0,1364.0,2728.0,111166.0,0.0,61380.0,10912.0,682.0,0.0,682.0,283712.0,0.0,6820.0,6138.0,169818.0,682.0
96782.0,868.0,1736.0,70742.0,0.0,39060.0,6944.0,434.0,0.0,434.0,180544.0,0.0,4340.0,3906.0,108066.0,434.0
18286.0,164.0,328.0,13366.0,0.0,7380.0,1312.0,82.0,0.0,82.0,34112.0,0.0,820.0,738.0,20418.0,82.0
